activity,f1,rate,split,csv_path
push-ups (complex),0.719818,25,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16_25hz.csv
sit-ups,0.516279,25,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16_25hz.csv
sit-ups (complex),0.458432,25,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16_25hz.csv
stretching (hamstrings),0.602076,25,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16_25hz.csv
stretching (lumbar rotation),0.916865,25,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16_25hz.csv
stretching (lunging),0.810591,25,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16_25hz.csv
stretching (shoulders),0.612987,25,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16_25hz.csv
stretching (triceps),0.957447,25,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16_25hz.csv
null,0.736345,50,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
bench-dips,0.850467,50,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
burpees,0.570231,50,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
jogging,0.811083,50,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
jogging (butt-kicks),0.874693,50,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
jogging (rotating arms),0.837905,50,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
jogging (sidesteps),0.904884,50,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
jogging (skipping),0.961440,50,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
lunges,0.693878,50,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
lunges (complex),0.855721,50,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
push-ups,0.602597,50,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
push-ups (complex),0.767045,50,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
sit-ups,0.563380,50,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
sit-ups (complex),0.428571,50,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
stretching (hamstrings),0.688588,50,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
stretching (lumbar rotation),0.909524,50,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
stretching (lunging),0.852248,50,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
stretching (shoulders),0.646853,50,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
stretching (triceps),0.932642,50,loso_sbj_16,logs/deepconvlstm/50hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
null,0.590679,6,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_6hz.csv
bench-dips,0.752475,6,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_6hz.csv
burpees,0.516443,6,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_6hz.csv
jogging,0.975369,6,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_6hz.csv
jogging (butt-kicks),0.900270,6,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_6hz.csv
jogging (rotating arms),0.865526,6,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_6hz.csv
jogging (sidesteps),0.841823,6,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_6hz.csv
jogging (skipping),0.785000,6,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_6hz.csv
lunges,0.583732,6,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_6hz.csv
lunges (complex),0.827068,6,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_6hz.csv
push-ups,0.641618,6,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_6hz.csv
push-ups (complex),0.029412,6,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_6hz.csv
sit-ups,0.531571,6,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_6hz.csv
sit-ups (complex),0.365508,6,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_6hz.csv
stretching (hamstrings),0.860520,6,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_6hz.csv
stretching (lumbar rotation),0.662273,6,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_6hz.csv
stretching (lunging),0.822430,6,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_6hz.csv
stretching (shoulders),0.741201,6,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_6hz.csv
stretching (triceps),0.925208,6,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_6hz.csv
null,0.611233,12,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_12hz.csv
bench-dips,0.770791,12,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_12hz.csv
burpees,0.616296,12,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_12hz.csv
jogging,0.982630,12,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_12hz.csv
jogging (butt-kicks),0.947945,12,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_12hz.csv
jogging (rotating arms),0.952381,12,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_12hz.csv
jogging (sidesteps),0.850394,12,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_12hz.csv
jogging (skipping),0.819512,12,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_12hz.csv
lunges,0.663317,12,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_12hz.csv
lunges (complex),0.819672,12,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_12hz.csv
push-ups,0.711688,12,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_12hz.csv
push-ups (complex),0.018957,12,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_12hz.csv
sit-ups,0.426887,12,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_12hz.csv
sit-ups (complex),0.441379,12,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_12hz.csv
stretching (hamstrings),0.853881,12,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_12hz.csv
stretching (lumbar rotation),0.670000,12,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_12hz.csv
stretching (lunging),0.899497,12,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_12hz.csv
stretching (shoulders),0.768577,12,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_12hz.csv
stretching (triceps),0.904110,12,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_12hz.csv
null,0.623256,25,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_25hz.csv
bench-dips,0.772358,25,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_25hz.csv
burpees,0.571042,25,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_25hz.csv
jogging,0.982630,25,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_25hz.csv
jogging (butt-kicks),0.949602,25,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_25hz.csv
jogging (rotating arms),0.959596,25,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_25hz.csv
jogging (sidesteps),0.839050,25,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_25hz.csv
jogging (skipping),0.829146,25,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_25hz.csv
lunges,0.586957,25,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_25hz.csv
lunges (complex),0.791569,25,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_25hz.csv
push-ups,0.282258,25,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_25hz.csv
push-ups (complex),0.019608,25,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_25hz.csv
sit-ups,0.430288,25,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_25hz.csv
sit-ups (complex),0.442142,25,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_25hz.csv
stretching (hamstrings),0.867580,25,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_25hz.csv
stretching (lumbar rotation),0.705061,25,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_25hz.csv
stretching (lunging),0.904040,25,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_25hz.csv
stretching (shoulders),0.812500,25,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_25hz.csv
stretching (triceps),0.914601,25,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17_25hz.csv
null,0.624636,50,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
bench-dips,0.769231,50,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
burpees,0.687708,50,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
jogging,0.980100,50,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
jogging (butt-kicks),0.949062,50,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
jogging (rotating arms),0.959799,50,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
jogging (sidesteps),0.822581,50,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
jogging (skipping),0.821782,50,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
lunges,0.710638,50,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
lunges (complex),0.795580,50,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
push-ups,0.819742,50,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
push-ups (complex),0.000000,50,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
sit-ups,0.461146,50,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
sit-ups (complex),0.293981,50,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
stretching (hamstrings),0.931646,50,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
stretching (lumbar rotation),0.926606,50,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
stretching (lunging),0.894472,50,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
stretching (shoulders),0.786813,50,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
stretching (triceps),0.911602,50,loso_sbj_17,logs/deepconvlstm/50hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
null,0.699571,6,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_6hz.csv
bench-dips,0.691630,6,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_6hz.csv
burpees,0.614943,6,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_6hz.csv
jogging,0.971751,6,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_6hz.csv
jogging (butt-kicks),0.854167,6,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_6hz.csv
jogging (rotating arms),0.823219,6,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_6hz.csv
jogging (sidesteps),0.834951,6,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_6hz.csv
jogging (skipping),0.755656,6,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_6hz.csv
lunges,0.284960,6,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_6hz.csv
lunges (complex),0.520635,6,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_6hz.csv
push-ups,0.700820,6,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_6hz.csv
push-ups (complex),0.708075,6,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_6hz.csv
sit-ups,0.000000,6,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_6hz.csv
sit-ups (complex),0.538922,6,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_6hz.csv
stretching (hamstrings),0.350515,6,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_6hz.csv
stretching (lumbar rotation),0.832151,6,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_6hz.csv
stretching (lunging),0.561354,6,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_6hz.csv
stretching (shoulders),0.782407,6,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_6hz.csv
stretching (triceps),0.632603,6,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_6hz.csv
null,0.720000,12,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_12hz.csv
bench-dips,0.209205,12,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_12hz.csv
burpees,0.596610,12,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_12hz.csv
jogging,0.978022,12,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_12hz.csv
jogging (butt-kicks),0.708171,12,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_12hz.csv
jogging (rotating arms),0.899471,12,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_12hz.csv
jogging (sidesteps),0.796053,12,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_12hz.csv
jogging (skipping),0.757112,12,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_12hz.csv
lunges,0.342995,12,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_12hz.csv
lunges (complex),0.454545,12,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_12hz.csv
push-ups,0.674651,12,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_12hz.csv
push-ups (complex),0.666667,12,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_12hz.csv
sit-ups,0.000000,12,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_12hz.csv
sit-ups (complex),0.531120,12,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_12hz.csv
stretching (hamstrings),0.334802,12,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_12hz.csv
stretching (lumbar rotation),0.791011,12,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_12hz.csv
stretching (lunging),0.579795,12,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_12hz.csv
stretching (shoulders),0.819843,12,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_12hz.csv
stretching (triceps),0.205980,12,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_12hz.csv
null,0.717775,25,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_25hz.csv
bench-dips,0.010363,25,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_25hz.csv
burpees,0.585987,25,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_25hz.csv
jogging,0.980926,25,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_25hz.csv
jogging (butt-kicks),0.737226,25,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_25hz.csv
jogging (rotating arms),0.934783,25,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_25hz.csv
jogging (sidesteps),0.790541,25,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_25hz.csv
jogging (skipping),0.798301,25,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_25hz.csv
lunges,0.386308,25,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_25hz.csv
lunges (complex),0.437276,25,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_25hz.csv
push-ups,0.655556,25,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_25hz.csv
push-ups (complex),0.668852,25,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_25hz.csv
sit-ups,0.000000,25,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_25hz.csv
sit-ups (complex),0.554415,25,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_25hz.csv
stretching (hamstrings),0.361502,25,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_25hz.csv
stretching (lumbar rotation),0.807339,25,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_25hz.csv
stretching (lunging),0.635332,25,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_25hz.csv
stretching (shoulders),0.808743,25,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_25hz.csv
stretching (triceps),0.157534,25,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18_25hz.csv
null,0.678592,50,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
bench-dips,0.160338,50,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
burpees,0.565916,50,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
jogging,0.978261,50,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
jogging (butt-kicks),0.723735,50,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
jogging (rotating arms),0.886010,50,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
jogging (sidesteps),0.789298,50,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
jogging (skipping),0.802721,50,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
lunges,0.392157,50,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
lunges (complex),0.504732,50,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
push-ups,0.639456,50,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
push-ups (complex),0.700297,50,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
sit-ups,0.000000,50,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
sit-ups (complex),0.463895,50,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
stretching (hamstrings),0.318725,50,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
stretching (lumbar rotation),0.794582,50,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
stretching (lunging),0.646204,50,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
stretching (shoulders),0.805970,50,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
stretching (triceps),0.614610,50,loso_sbj_18,logs/deepconvlstm/50hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
null,0.766444,6,loso_sbj_19,logs/deepconvlstm/50hz/loso_sbj_19/per_class_metrics_loso_sbj_19_6hz.csv
bench-dips,0.708955,6,loso_sbj_19,logs/deepconvlstm/50hz/loso_sbj_19/per_class_metrics_loso_sbj_19_6hz.csv
burpees,0.783217,6,loso_sbj_19,logs/deepconvlstm/50hz/loso_sbj_19/per_class_metrics_loso_sbj_19_6hz.csv
jogging,0.960961,6,loso_sbj_19,logs/deepconvlstm/50hz/loso_sbj_19/per_class_metrics_loso_sbj_19_6hz.csv
jogging (butt-kicks),0.863905,6,loso_sbj_19,logs/deepconvlstm/50hz/loso_sbj_19/per_class_metrics_loso_sbj_19_6hz.csv
jogging (rotating arms),0.900850,6,loso_sbj_19,logs/deepconvlstm/50hz/loso_sbj_19/per_class_metrics_loso_sbj_19_6hz.csv
jogging (sidesteps),0.919075,6,loso_sbj_19,logs/deepconvlstm/50hz/loso_sbj_19/per_class_metrics_loso_sbj_19_6hz.csv
jogging (skipping),0.867816,6,loso_sbj_19,logs/deepconvlstm/50hz/loso_sbj_19/per_class_metrics_loso_sbj_19_6hz.csv
lunges,0.783951,6,loso_sbj_19,logs/deepconvlstm/50hz/loso_sbj_19/per_class_metrics_loso_sbj_19_6hz.csv
lunges (complex),0.842391,6,loso_sbj_19,logs/deepconvlstm/50hz/loso_sbj_19/per_class_metrics_loso_sbj_19_6hz.csv
push-ups,0.851541,6,loso_sbj_19,logs/deepconvlstm/50hz/loso_sbj_19/per_class_metrics_loso_sbj_19_6hz.csv
push-ups (complex),0.842809,6,loso_sbj_19,logs/deepconvlstm/50hz/loso_sbj_19/per_class_metrics_loso_sbj_19_6hz.csv
sit-ups,0.906077,6,loso_sbj_19,logs/deepconvlstm/50hz/loso_sbj_19/per_class_metrics_loso_sbj_19_6hz.csv
sit-ups (complex),0.898462,6,loso_sbj_19,logs/deepconvlstm/50hz/loso_sbj_19/per_class_metrics_loso_sbj_19_6hz.csv
stretching (hamstrings),0.954802,6,loso_sbj_19,logs/deepconvlstm/50hz/loso_sbj_19/per_class_metrics_loso_sbj_19_6hz.csv
stretching (lumbar rotation),0.936556,6,loso_sbj_19,logs/deepconvlstm/50hz/loso_sbj_19/per_class_metrics_loso_sbj_19_6hz.csv
stretching (lunging),0.868966,6,loso_sbj_19,logs/deepconvlstm/50hz/loso_sbj_19/per_class_metrics_loso_sbj_19_6hz.csv
stretching (shoulders),0.836186,6,loso_sbj_19,logs/deepconvlstm/50hz/loso_sbj_19/per_class_metrics_loso_sbj_19_6hz.csv
stretching (triceps),0.940845,6,loso_sbj_19,logs/deepconvlstm/50hz/loso_sbj_19/per_class_metrics_loso_sbj_19_6hz.csv
