activity,f1,rate,split,csv_path
stretching (shoulders),0.693630,25,loso_sbj_21,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_21/per_class_metrics_loso_sbj_21.csv
stretching (triceps),0.679831,25,loso_sbj_21,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_21/per_class_metrics_loso_sbj_21.csv
null,0.598979,50,loso_sbj_0,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_0/per_class_metrics_loso_sbj_0.csv
bench-dips,0.815117,50,loso_sbj_0,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_0/per_class_metrics_loso_sbj_0.csv
burpees,0.708145,50,loso_sbj_0,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_0/per_class_metrics_loso_sbj_0.csv
jogging,0.877802,50,loso_sbj_0,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_0/per_class_metrics_loso_sbj_0.csv
jogging (butt-kicks),0.840206,50,loso_sbj_0,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_0/per_class_metrics_loso_sbj_0.csv
jogging (rotating arms),0.705111,50,loso_sbj_0,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_0/per_class_metrics_loso_sbj_0.csv
jogging (sidesteps),0.903093,50,loso_sbj_0,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_0/per_class_metrics_loso_sbj_0.csv
jogging (skipping),0.813793,50,loso_sbj_0,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_0/per_class_metrics_loso_sbj_0.csv
lunges,0.352217,50,loso_sbj_0,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_0/per_class_metrics_loso_sbj_0.csv
lunges (complex),0.633084,50,loso_sbj_0,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_0/per_class_metrics_loso_sbj_0.csv
push-ups,0.713836,50,loso_sbj_0,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_0/per_class_metrics_loso_sbj_0.csv
push-ups (complex),0.637113,50,loso_sbj_0,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_0/per_class_metrics_loso_sbj_0.csv
sit-ups,0.757941,50,loso_sbj_0,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_0/per_class_metrics_loso_sbj_0.csv
sit-ups (complex),0.643371,50,loso_sbj_0,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_0/per_class_metrics_loso_sbj_0.csv
stretching (hamstrings),0.809836,50,loso_sbj_0,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_0/per_class_metrics_loso_sbj_0.csv
stretching (lumbar rotation),0.949192,50,loso_sbj_0,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_0/per_class_metrics_loso_sbj_0.csv
stretching (lunging),0.799523,50,loso_sbj_0,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_0/per_class_metrics_loso_sbj_0.csv
stretching (shoulders),0.689764,50,loso_sbj_0,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_0/per_class_metrics_loso_sbj_0.csv
stretching (triceps),0.804324,50,loso_sbj_0,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_0/per_class_metrics_loso_sbj_0.csv
null,0.631748,50,loso_sbj_1,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
bench-dips,0.769231,50,loso_sbj_1,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
burpees,0.509346,50,loso_sbj_1,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
jogging,0.775801,50,loso_sbj_1,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
jogging (butt-kicks),0.818713,50,loso_sbj_1,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
jogging (rotating arms),0.741641,50,loso_sbj_1,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
jogging (sidesteps),0.736842,50,loso_sbj_1,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
jogging (skipping),0.693694,50,loso_sbj_1,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
lunges,0.445217,50,loso_sbj_1,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
lunges (complex),0.593047,50,loso_sbj_1,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
push-ups,0.710145,50,loso_sbj_1,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
push-ups (complex),0.723658,50,loso_sbj_1,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
sit-ups,0.612245,50,loso_sbj_1,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
sit-ups (complex),0.613740,50,loso_sbj_1,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
stretching (hamstrings),0.833333,50,loso_sbj_1,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
stretching (lumbar rotation),0.964427,50,loso_sbj_1,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
stretching (lunging),0.613430,50,loso_sbj_1,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
stretching (shoulders),0.756000,50,loso_sbj_1,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
stretching (triceps),0.759542,50,loso_sbj_1,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
null,0.024608,50,loso_sbj_2,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
bench-dips,0.905371,50,loso_sbj_2,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
burpees,0.683258,50,loso_sbj_2,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
jogging,0.962742,50,loso_sbj_2,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
jogging (butt-kicks),0.934726,50,loso_sbj_2,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
jogging (rotating arms),0.000000,50,loso_sbj_2,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
jogging (sidesteps),0.952591,50,loso_sbj_2,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
jogging (skipping),0.822006,50,loso_sbj_2,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
lunges,0.230585,50,loso_sbj_2,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
lunges (complex),0.824663,50,loso_sbj_2,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
push-ups,0.000000,50,loso_sbj_2,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
push-ups (complex),0.624535,50,loso_sbj_2,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
sit-ups,0.598266,50,loso_sbj_2,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
sit-ups (complex),0.772234,50,loso_sbj_2,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
stretching (hamstrings),0.703340,50,loso_sbj_2,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
stretching (lumbar rotation),0.992366,50,loso_sbj_2,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
stretching (lunging),0.000000,50,loso_sbj_2,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
stretching (shoulders),0.092555,50,loso_sbj_2,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
stretching (triceps),0.467532,50,loso_sbj_2,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
null,0.636814,50,loso_sbj_3,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
bench-dips,0.677686,50,loso_sbj_3,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
burpees,0.684327,50,loso_sbj_3,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
jogging,0.959184,50,loso_sbj_3,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
jogging (butt-kicks),0.910526,50,loso_sbj_3,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
jogging (rotating arms),0.900498,50,loso_sbj_3,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
jogging (sidesteps),0.945055,50,loso_sbj_3,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
jogging (skipping),0.844037,50,loso_sbj_3,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
lunges,0.196672,50,loso_sbj_3,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
lunges (complex),0.543689,50,loso_sbj_3,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
push-ups,0.735043,50,loso_sbj_3,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
push-ups (complex),0.739018,50,loso_sbj_3,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
sit-ups,0.796339,50,loso_sbj_3,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
sit-ups (complex),0.593074,50,loso_sbj_3,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
stretching (hamstrings),0.415686,50,loso_sbj_3,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
stretching (lumbar rotation),0.954178,50,loso_sbj_3,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
stretching (lunging),0.181012,50,loso_sbj_3,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
stretching (shoulders),0.517699,50,loso_sbj_3,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
stretching (triceps),0.780600,50,loso_sbj_3,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
null,0.678416,50,loso_sbj_4,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
bench-dips,0.402098,50,loso_sbj_4,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
burpees,0.176923,50,loso_sbj_4,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
jogging,0.981595,50,loso_sbj_4,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
jogging (butt-kicks),0.304348,50,loso_sbj_4,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
jogging (rotating arms),0.965116,50,loso_sbj_4,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
jogging (sidesteps),0.832298,50,loso_sbj_4,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
jogging (skipping),0.911315,50,loso_sbj_4,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
lunges,0.573123,50,loso_sbj_4,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
lunges (complex),0.225734,50,loso_sbj_4,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
push-ups,0.775229,50,loso_sbj_4,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
push-ups (complex),0.705882,50,loso_sbj_4,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
sit-ups,0.791139,50,loso_sbj_4,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
sit-ups (complex),0.739130,50,loso_sbj_4,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
stretching (hamstrings),0.617577,50,loso_sbj_4,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
stretching (lumbar rotation),0.645914,50,loso_sbj_4,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
stretching (lunging),0.883582,50,loso_sbj_4,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
stretching (shoulders),0.697892,50,loso_sbj_4,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
stretching (triceps),0.935252,50,loso_sbj_4,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
null,0.490862,50,loso_sbj_5,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
bench-dips,0.000000,50,loso_sbj_5,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
burpees,0.134557,50,loso_sbj_5,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
jogging,0.396887,50,loso_sbj_5,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
jogging (butt-kicks),0.510638,50,loso_sbj_5,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
jogging (rotating arms),0.742729,50,loso_sbj_5,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
jogging (sidesteps),0.929936,50,loso_sbj_5,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
jogging (skipping),0.895062,50,loso_sbj_5,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
lunges,0.358839,50,loso_sbj_5,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
lunges (complex),0.432787,50,loso_sbj_5,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
push-ups,0.584906,50,loso_sbj_5,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
push-ups (complex),0.526912,50,loso_sbj_5,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
sit-ups,0.271062,50,loso_sbj_5,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
sit-ups (complex),0.616639,50,loso_sbj_5,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
stretching (hamstrings),0.484848,50,loso_sbj_5,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
stretching (lumbar rotation),0.758621,50,loso_sbj_5,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
stretching (lunging),0.606488,50,loso_sbj_5,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
stretching (shoulders),0.048913,50,loso_sbj_5,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
stretching (triceps),0.961625,50,loso_sbj_5,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
null,0.564781,50,loso_sbj_6,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
bench-dips,0.725000,50,loso_sbj_6,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
burpees,0.605923,50,loso_sbj_6,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
jogging,0.975881,50,loso_sbj_6,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
jogging (butt-kicks),0.959620,50,loso_sbj_6,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
jogging (rotating arms),0.916877,50,loso_sbj_6,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
jogging (sidesteps),0.958115,50,loso_sbj_6,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
jogging (skipping),0.972678,50,loso_sbj_6,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
lunges,0.831418,50,loso_sbj_6,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
lunges (complex),0.867749,50,loso_sbj_6,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
push-ups,0.677966,50,loso_sbj_6,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
push-ups (complex),0.641618,50,loso_sbj_6,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
sit-ups,0.641509,50,loso_sbj_6,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
sit-ups (complex),0.674208,50,loso_sbj_6,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
stretching (hamstrings),0.926056,50,loso_sbj_6,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
stretching (lumbar rotation),0.945455,50,loso_sbj_6,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
stretching (lunging),0.769231,50,loso_sbj_6,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
stretching (shoulders),0.832558,50,loso_sbj_6,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
stretching (triceps),0.917949,50,loso_sbj_6,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
null,0.462508,50,loso_sbj_7,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
bench-dips,0.453089,50,loso_sbj_7,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
burpees,0.617978,50,loso_sbj_7,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
jogging,0.927681,50,loso_sbj_7,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
jogging (butt-kicks),0.652568,50,loso_sbj_7,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
jogging (rotating arms),0.900943,50,loso_sbj_7,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
jogging (sidesteps),0.865526,50,loso_sbj_7,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
jogging (skipping),0.883249,50,loso_sbj_7,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
lunges,0.509524,50,loso_sbj_7,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
lunges (complex),0.746835,50,loso_sbj_7,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
push-ups,0.417163,50,loso_sbj_7,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
push-ups (complex),0.595041,50,loso_sbj_7,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
sit-ups,0.938776,50,loso_sbj_7,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
sit-ups (complex),0.882609,50,loso_sbj_7,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
stretching (hamstrings),0.823256,50,loso_sbj_7,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
stretching (lumbar rotation),0.898172,50,loso_sbj_7,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
stretching (lunging),0.483705,50,loso_sbj_7,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
stretching (shoulders),0.554295,50,loso_sbj_7,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
stretching (triceps),0.863768,50,loso_sbj_7,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
null,0.589372,50,loso_sbj_8,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
bench-dips,0.775258,50,loso_sbj_8,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
burpees,0.787736,50,loso_sbj_8,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
jogging,0.971129,50,loso_sbj_8,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
jogging (butt-kicks),0.960630,50,loso_sbj_8,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
jogging (rotating arms),0.954654,50,loso_sbj_8,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
jogging (sidesteps),0.970822,50,loso_sbj_8,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
jogging (skipping),0.971014,50,loso_sbj_8,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
lunges,0.560122,50,loso_sbj_8,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
lunges (complex),0.008368,50,loso_sbj_8,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
push-ups,0.765079,50,loso_sbj_8,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
push-ups (complex),0.649746,50,loso_sbj_8,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
sit-ups,0.855835,50,loso_sbj_8,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
sit-ups (complex),0.843882,50,loso_sbj_8,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
stretching (hamstrings),0.882483,50,loso_sbj_8,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
stretching (lumbar rotation),0.930233,50,loso_sbj_8,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
stretching (lunging),0.908642,50,loso_sbj_8,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
stretching (shoulders),0.717757,50,loso_sbj_8,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
stretching (triceps),0.890667,50,loso_sbj_8,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
null,0.243492,50,loso_sbj_9,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
bench-dips,0.006969,50,loso_sbj_9,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
burpees,0.367542,50,loso_sbj_9,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
jogging,0.425249,50,loso_sbj_9,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
jogging (butt-kicks),0.566319,50,loso_sbj_9,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
jogging (rotating arms),0.000000,50,loso_sbj_9,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
jogging (sidesteps),0.659517,50,loso_sbj_9,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
jogging (skipping),0.601660,50,loso_sbj_9,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
lunges,0.124700,50,loso_sbj_9,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
lunges (complex),0.411483,50,loso_sbj_9,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
push-ups,0.008368,50,loso_sbj_9,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
push-ups (complex),0.413284,50,loso_sbj_9,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
sit-ups,0.000000,50,loso_sbj_9,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
sit-ups (complex),0.416382,50,loso_sbj_9,logs/deepconvlstm/standard_cnn/50hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
