activity,f1,rate,split,csv_path
stretching (triceps),0.863274,12,loso_sbj_10,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
null,0.599374,12,loso_sbj_11,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
bench-dips,0.839275,12,loso_sbj_11,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
burpees,0.648618,12,loso_sbj_11,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
jogging,0.919614,12,loso_sbj_11,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
jogging (butt-kicks),0.914435,12,loso_sbj_11,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
jogging (rotating arms),0.870824,12,loso_sbj_11,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
jogging (sidesteps),0.937931,12,loso_sbj_11,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
jogging (skipping),0.876033,12,loso_sbj_11,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
lunges,0.377709,12,loso_sbj_11,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
lunges (complex),0.848235,12,loso_sbj_11,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
push-ups,0.710327,12,loso_sbj_11,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
push-ups (complex),0.721893,12,loso_sbj_11,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
sit-ups,0.913406,12,loso_sbj_11,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
sit-ups (complex),0.881799,12,loso_sbj_11,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
stretching (hamstrings),0.949275,12,loso_sbj_11,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
stretching (lumbar rotation),0.976093,12,loso_sbj_11,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
stretching (lunging),0.756558,12,loso_sbj_11,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
stretching (shoulders),0.746286,12,loso_sbj_11,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
stretching (triceps),0.842721,12,loso_sbj_11,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
null,0.573794,12,loso_sbj_12,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
bench-dips,0.805405,12,loso_sbj_12,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
burpees,0.521331,12,loso_sbj_12,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
jogging,0.911280,12,loso_sbj_12,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
jogging (butt-kicks),0.842633,12,loso_sbj_12,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
jogging (rotating arms),0.690824,12,loso_sbj_12,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
jogging (sidesteps),0.870162,12,loso_sbj_12,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
jogging (skipping),0.826446,12,loso_sbj_12,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
lunges,0.508512,12,loso_sbj_12,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
lunges (complex),0.502086,12,loso_sbj_12,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
push-ups,0.374119,12,loso_sbj_12,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
push-ups (complex),0.390688,12,loso_sbj_12,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
sit-ups,0.713002,12,loso_sbj_12,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
sit-ups (complex),0.685078,12,loso_sbj_12,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
stretching (hamstrings),0.414095,12,loso_sbj_12,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
stretching (lumbar rotation),0.942623,12,loso_sbj_12,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
stretching (lunging),0.670854,12,loso_sbj_12,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
stretching (shoulders),0.710980,12,loso_sbj_12,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
stretching (triceps),0.796325,12,loso_sbj_12,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
null,0.669490,12,loso_sbj_13,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
bench-dips,0.452791,12,loso_sbj_13,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
burpees,0.500853,12,loso_sbj_13,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
jogging,0.780412,12,loso_sbj_13,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
jogging (butt-kicks),0.791171,12,loso_sbj_13,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
jogging (rotating arms),0.665468,12,loso_sbj_13,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
jogging (sidesteps),0.851064,12,loso_sbj_13,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
jogging (skipping),0.759640,12,loso_sbj_13,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
lunges,0.420269,12,loso_sbj_13,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
lunges (complex),0.742553,12,loso_sbj_13,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
push-ups,0.241965,12,loso_sbj_13,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
push-ups (complex),0.543052,12,loso_sbj_13,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
sit-ups,0.770668,12,loso_sbj_13,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
sit-ups (complex),0.723982,12,loso_sbj_13,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
stretching (hamstrings),0.949445,12,loso_sbj_13,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
stretching (lumbar rotation),0.911818,12,loso_sbj_13,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
stretching (lunging),0.436941,12,loso_sbj_13,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
stretching (shoulders),0.679601,12,loso_sbj_13,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
stretching (triceps),0.796078,12,loso_sbj_13,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
null,0.570396,12,loso_sbj_14,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
bench-dips,0.684466,12,loso_sbj_14,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
burpees,0.506557,12,loso_sbj_14,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
jogging,0.641509,12,loso_sbj_14,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
jogging (butt-kicks),0.680391,12,loso_sbj_14,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
jogging (rotating arms),0.662927,12,loso_sbj_14,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
jogging (sidesteps),0.806902,12,loso_sbj_14,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
jogging (skipping),0.495778,12,loso_sbj_14,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
lunges,0.428542,12,loso_sbj_14,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
lunges (complex),0.579805,12,loso_sbj_14,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
push-ups,0.350467,12,loso_sbj_14,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
push-ups (complex),0.459726,12,loso_sbj_14,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
sit-ups,0.516313,12,loso_sbj_14,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
sit-ups (complex),0.636419,12,loso_sbj_14,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
stretching (hamstrings),0.621289,12,loso_sbj_14,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
stretching (lumbar rotation),0.905639,12,loso_sbj_14,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
stretching (lunging),0.711705,12,loso_sbj_14,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
stretching (shoulders),0.407203,12,loso_sbj_14,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
stretching (triceps),0.808105,12,loso_sbj_14,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
null,0.470865,12,loso_sbj_15,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
bench-dips,0.749210,12,loso_sbj_15,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
burpees,0.471910,12,loso_sbj_15,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
jogging,0.967862,12,loso_sbj_15,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
jogging (butt-kicks),0.905080,12,loso_sbj_15,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
jogging (rotating arms),0.846594,12,loso_sbj_15,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
jogging (sidesteps),0.857457,12,loso_sbj_15,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
jogging (skipping),0.837492,12,loso_sbj_15,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
lunges,0.305660,12,loso_sbj_15,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
lunges (complex),0.631391,12,loso_sbj_15,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
push-ups,0.668272,12,loso_sbj_15,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
push-ups (complex),0.489004,12,loso_sbj_15,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
sit-ups,0.771614,12,loso_sbj_15,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
sit-ups (complex),0.664184,12,loso_sbj_15,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
stretching (hamstrings),0.687188,12,loso_sbj_15,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
stretching (lumbar rotation),0.963303,12,loso_sbj_15,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
stretching (lunging),0.882500,12,loso_sbj_15,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
stretching (shoulders),0.584335,12,loso_sbj_15,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
stretching (triceps),0.000000,12,loso_sbj_15,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
null,0.545807,12,loso_sbj_16,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
bench-dips,0.792632,12,loso_sbj_16,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
burpees,0.487593,12,loso_sbj_16,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
jogging,0.882656,12,loso_sbj_16,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
jogging (butt-kicks),0.812862,12,loso_sbj_16,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
jogging (rotating arms),0.749121,12,loso_sbj_16,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
jogging (sidesteps),0.832732,12,loso_sbj_16,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
jogging (skipping),0.861368,12,loso_sbj_16,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
lunges,0.433472,12,loso_sbj_16,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
lunges (complex),0.669825,12,loso_sbj_16,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
push-ups,0.618868,12,loso_sbj_16,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
push-ups (complex),0.616678,12,loso_sbj_16,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
sit-ups,0.528910,12,loso_sbj_16,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
sit-ups (complex),0.431986,12,loso_sbj_16,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
stretching (hamstrings),0.734549,12,loso_sbj_16,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
stretching (lumbar rotation),0.914188,12,loso_sbj_16,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
stretching (lunging),0.703057,12,loso_sbj_16,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
stretching (shoulders),0.348563,12,loso_sbj_16,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
stretching (triceps),0.871795,12,loso_sbj_16,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
null,0.453192,12,loso_sbj_17,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
bench-dips,0.745875,12,loso_sbj_17,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
burpees,0.590592,12,loso_sbj_17,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
jogging,0.961538,12,loso_sbj_17,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
jogging (butt-kicks),0.876404,12,loso_sbj_17,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
jogging (rotating arms),0.854335,12,loso_sbj_17,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
jogging (sidesteps),0.708926,12,loso_sbj_17,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
jogging (skipping),0.674576,12,loso_sbj_17,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
lunges,0.608559,12,loso_sbj_17,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
lunges (complex),0.815673,12,loso_sbj_17,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
push-ups,0.737628,12,loso_sbj_17,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
push-ups (complex),0.134995,12,loso_sbj_17,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
sit-ups,0.418579,12,loso_sbj_17,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
sit-ups (complex),0.492800,12,loso_sbj_17,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
stretching (hamstrings),0.863844,12,loso_sbj_17,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
stretching (lumbar rotation),0.835143,12,loso_sbj_17,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
stretching (lunging),0.768057,12,loso_sbj_17,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
stretching (shoulders),0.527581,12,loso_sbj_17,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
stretching (triceps),0.890026,12,loso_sbj_17,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
null,0.265737,12,loso_sbj_18,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
bench-dips,0.600321,12,loso_sbj_18,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
burpees,0.412439,12,loso_sbj_18,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
jogging,0.935356,12,loso_sbj_18,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
jogging (butt-kicks),0.621359,12,loso_sbj_18,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
jogging (rotating arms),0.657423,12,loso_sbj_18,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
jogging (sidesteps),0.712480,12,loso_sbj_18,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
jogging (skipping),0.569598,12,loso_sbj_18,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
lunges,0.204000,12,loso_sbj_18,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
lunges (complex),0.532448,12,loso_sbj_18,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
push-ups,0.687529,12,loso_sbj_18,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
push-ups (complex),0.571429,12,loso_sbj_18,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
sit-ups,0.000000,12,loso_sbj_18,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
sit-ups (complex),0.513502,12,loso_sbj_18,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
stretching (hamstrings),0.439881,12,loso_sbj_18,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
stretching (lumbar rotation),0.856305,12,loso_sbj_18,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
stretching (lunging),0.491279,12,loso_sbj_18,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
stretching (shoulders),0.500000,12,loso_sbj_18,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
stretching (triceps),0.466629,12,loso_sbj_18,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
null,0.642108,12,loso_sbj_19,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
bench-dips,0.875969,12,loso_sbj_19,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
burpees,0.704082,12,loso_sbj_19,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
jogging,0.944403,12,loso_sbj_19,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
jogging (butt-kicks),0.828762,12,loso_sbj_19,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
jogging (rotating arms),0.847105,12,loso_sbj_19,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
jogging (sidesteps),0.797112,12,loso_sbj_19,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
jogging (skipping),0.816191,12,loso_sbj_19,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
lunges,0.521739,12,loso_sbj_19,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
lunges (complex),0.784314,12,loso_sbj_19,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
push-ups,0.808538,12,loso_sbj_19,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
push-ups (complex),0.770598,12,loso_sbj_19,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
sit-ups,0.915709,12,loso_sbj_19,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
sit-ups (complex),0.864035,12,loso_sbj_19,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
stretching (hamstrings),0.931011,12,loso_sbj_19,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
stretching (lumbar rotation),0.944444,12,loso_sbj_19,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
stretching (lunging),0.767883,12,loso_sbj_19,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
stretching (shoulders),0.666998,12,loso_sbj_19,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
stretching (triceps),0.925676,12,loso_sbj_19,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
null,0.651453,12,loso_sbj_20,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_20/per_class_metrics_loso_sbj_20.csv
bench-dips,0.830769,12,loso_sbj_20,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_20/per_class_metrics_loso_sbj_20.csv
burpees,0.639947,12,loso_sbj_20,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_20/per_class_metrics_loso_sbj_20.csv
jogging,0.869565,12,loso_sbj_20,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_20/per_class_metrics_loso_sbj_20.csv
jogging (butt-kicks),0.761449,12,loso_sbj_20,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_20/per_class_metrics_loso_sbj_20.csv
jogging (rotating arms),0.858903,12,loso_sbj_20,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_20/per_class_metrics_loso_sbj_20.csv
jogging (sidesteps),0.940160,12,loso_sbj_20,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_20/per_class_metrics_loso_sbj_20.csv
jogging (skipping),0.793956,12,loso_sbj_20,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_20/per_class_metrics_loso_sbj_20.csv
lunges,0.614420,12,loso_sbj_20,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_20/per_class_metrics_loso_sbj_20.csv
lunges (complex),0.320866,12,loso_sbj_20,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_20/per_class_metrics_loso_sbj_20.csv
push-ups,0.830454,12,loso_sbj_20,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_20/per_class_metrics_loso_sbj_20.csv
push-ups (complex),0.806934,12,loso_sbj_20,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_20/per_class_metrics_loso_sbj_20.csv
sit-ups,0.811618,12,loso_sbj_20,logs/deepconvlstm/standard_cnn/12hz/loso_sbj_20/per_class_metrics_loso_sbj_20.csv
